url,ten_san_pham,thuong_hieu,gia_ban,sku,mo_ta_ngan,Loại card đồ họa,Loại RAM,Số khe ram,Ổ cứng,CPU,VGA,RAM,Hệ điều hành,Cổng I/O mặt sau,Loại CPU,Dung lượng RAM,Cổng giao tiếp,SSD,Mainboard,Socket,Chipset (PC lắp ráp),Màn hình,Tản nhiệt,Kích thước màn hình,Công nghệ màn hình,Độ phân giải màn hình
https://cellphones.com.vn/pc-cps-creator-ultra-ai-h149.html,PC CPS Creator Ultra AI H149 i9-14900K / RTX 5090,intel,Liên hệ,PC.CPS.124,"Mua PC CPS Creator Ultra AI H149 i9-14900K / RTX 5090 chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",,,,,Intel Core i9-14900K,VGA MSI Geforce RTX 5090 32G Gaming Trio OC,RAM PC Kingston Fury Beast RGB DDR5 5600MHz 64GB (2x32) KF556C40BB2AK2-64,,,,64GB,,SSD Samsung 990 PRO PCIE Gen 4.0 X4 NVMe (R 7450/W 6900) 1TB,MSI Z790 Gaming Plus WF DDR5,,Z790,,Tản Nhiệt Nước Corsair iCUE Link Titan 360 RX RGB Đen Fan Case Corsair RS120 ARGB Black (3 Pack),,,
https://cellphones.com.vn/may-tinh-pc-cps-van-phong-intel-i5-gen-14.html,PC CPS văn phòng Intel i5 Gen 14 - Kèm màn hình,intel,Liên hệ,PC.CPS.79,"Mua ngay PC CPS văn phòng Intel i5 Gen 14 - Kèm màn hình giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",,,,,"Intel Core i5 14400 (14 lõi / 20 luồng, 2.5 - 4.7 GHz, L2: 9.5 MB / L3: 20 MB, 65W)",Onboard,Ram PC VSP DDR4 3200MHZ 8GB (1*8GB),,,,8GB,,Ổ cứng SSD VSP 860G SATA III 2.5&quot; 256GB,Mainboard MSI Pro H610M-S DDR4,LGA 1700 ,H610M,Màn hình E-Dra EGM24F120PV 24 inch,,24 inches,,1920 x 1080 pixels (FullHD)
https://cellphones.com.vn/may-tinh-pc-cps-van-phong-intel-i5-gen-12.html,PC CPS văn phòng Intel i5 Gen 12 - Kèm màn hình,intel,Liên hệ,PC.CPS.49,"Mua ngay PC CPS văn phòng Intel i5 Gen 12 - Kèm màn hình giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",,,,,CPU Intel Core i5-12500,Onboard,Ram PC VSP DDR4 3200MHZ 8GB (1*8GB),,,,8GB,,Ổ cứng SSD VSP 860G SATA III 2.5&quot; 256GB,Mainboard MSI Pro H610M-S DDR4,LGA 1700,H610M,Màn hình E-Dra EGM24F120PV 24 inch,,,,
https://cellphones.com.vn/pc-asus-v501sv-05210h039w.html,PC ASUS V501SV-05210H039W,ASUS,Liên hệ,pc-asus-v501sv-05210h039w,"Mua PC ASUS V501SV-05210H039W chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",Intel Graphics,DDR5 5200 MHz SO-DIMM,"2 x DDR5 SO-DIMM slot, tối đa 64GB",512GB SSD M.2 2280 NVMe PCIe,,,,Windows 11 Home,,"Intel Core 5 210H (2.2 - 4.8 GHz / 12MB / 8 nhân, 12 luồng)",8GB,Mặt trước:4 x USB-A 2.01 x Lan (RJ45)1 x DisplayPort 1.41 x HDMI 1.41x 7.1 channel audioMặt sau:2 x USB 3.2-A Gen 21 x Headphone2 x USB 3.2-A Gen 11 x USB 3.2-C Gen 21 x Jack tai nghe 3.5 mm1 x U,,,,,,,,,
https://cellphones.com.vn/pc-cps-asus-gaming-intel-i5-gen-14.html,PC CPS X ASUS Gaming Intel i5 Gen 14 Kèm màn hình,ASUS,Liên hệ,PC.CPS.104,"Mua ngay PC CPS X ASUS Gaming Intel i5 Gen 14 Kèm màn hình giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",,,,,Intel Core i5 14400F,VGA Asus Phoenix Radeon RX 7600 OC 8GB DUAL-RX7600-O8G-EVO,RAM PC ADATA XPG D50 RGB 8GB (1x8GB) 3200MHz DDR4,,,,8GB,,Ổ cứng SSD Transcend 110S NVMe PCIe Gen3 x4 256GB,Asus Prime B760M-A DDR4,,B760M,Màn hình Gaming ASUS TUF VG259Q5A 25 inch (FHD/IPS/200HZ/0.3MS),,,,
https://cellphones.com.vn/pc-cps-msi-gaming-intel-i7-gen-14.html,PC CPS X MSI Gaming Intel i7 Gen 14 Kèm màn hình,MSI,Liên hệ,PC.CPS.97,"Mua ngay PC CPS X MSI Gaming Intel i7 Gen 14 Kèm màn hình giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",,,,,Intel Core i7 14700F,VGA MSI Geforce RTX 5060 8GB Shadow 2X OC,RAM PC GSkill Trident Z5 RGB DDR5 6000Mhz 16GB (1*16GB) F5-6000J3636F16GX1-TZ5RK,,,,16GB,,SSD ADATA LEGEND 860 PCIE GEN4 X4 M.2 2280 (R 6000/W 5000) 500GB,Mainboard MSI B760M Gaming WIFI DDR5,,B760M,Màn hình Gaming MSI MAG 245PF X24 24 inch,Tản nhiệt nước MSI Mag Coreliquid A13 360,,,
https://cellphones.com.vn/pc-cps-gaming-g2.html,PC CPS Gaming G02 i3 12100F / 8GB - 256GB / RTX 3050,Hãng khác,Liên hệ,PC.GM.02,"Mua ngay PC CPS Gaming G2 giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",,,,,Intel Core i3-12100F,GeForce RTX 3050 VENTUS 2X 6G OC,RAM PC Kingston Fury Beast DDR4 3200MHz 8GB KF432C16BB/8WP,,,,8GB,,Ổ cứng SSD Transcend 110S NVMe PCIe Gen3 x4 256GB,Mainboard MSI Pro H610M-S DDR4,LGA 1700,H610M,,,,,
https://cellphones.com.vn/pc-cps-do-hoa-d2.html,PC CPS Đồ Hoạ D02 i5 12400F / 16GB - 512GB / RTX 5060,Hãng khác,Liên hệ,PC.DH.02,"Mua ngay PC CPS đồ họa D2 giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",,,,,Intel Core i5-12400F,VGA MSI Geforce RTX 5060 8GB Shadow 2X OC,RAM PC ADATA XPG D50 RGB 16GB (1x16GB) 3200MHz DDR4,,,,16GB,,Ổ cứng SSD Transcend 110S NVMe PCIe Gen3 x4 512GB,Mainboard MSI Pro B760M-E DDR4,LGA 1700,B760M,,Tản nhiệt khí Xigmatek EPIX II,,,
https://cellphones.com.vn/pc-cps-gaming-g09.html,PC CPS Gaming G09 i3 12100F / 8GB - 256GB / RTX 3050,intel,Liên hệ,PC.GM.09,"Mua ngay PC CPS Gaming G09 giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",,,,,Intel Core i3-12100F,VGA MSI GeForce RTX 3050 VENTUS 2X 6G OC,RAM PC Kingston Fury Beast DDR4 3200MHz 8GB KF432C16BB/8WP,,,,8GB,,Ổ cứng SSD Transcend 110S NVMe PCIe Gen3 x4 256GB,Mainboard MSI Pro H610M-S DDR4,LGA 1700,H610M,,,,,
https://cellphones.com.vn/pc-cps-gaming-g1.html,PC CPS Gaming G01 i3 12100F / 8GB - 256GB / RX 6500 XT,Hãng khác,Liên hệ,PC.GM.01,"Mua ngay PC CPS Gaming G01 giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",,,,,Intel Core i3 12100F,VGA Gigabyte Radeon RX 6500 XT Eagle 4GB GV-R65XTEAGLE-4GD,RAM PC Kingston Fury Beast DDR4 3200MHz 8GB KF432C16BB/8WP,,,,8GB,,Ổ cứng SSD Transcend 110S NVMe PCIe Gen3 x4 256GB,Mainboard MSI Pro H610M-S DDR4,LGA 1700,H610M,,,,,
https://cellphones.com.vn/pc-cps-creator-ultra-ai-h950.html,PC CPS Creator Ultra AI H950 AMD Ryzen 9 9950X3D/ RTX 5090,Hãng khác,Liên hệ,PC.CPS.125,"Mua PC CPS Creator Ultra AI H950 AMD Ryzen 9 9950X / RTX 5090 chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",,,,,AMD Ryzen 9 9950X3D,VGA MSI Geforce RTX 5090 32G Gaming Trio OC,RAM PC Kingston Fury Beast RGB DDR5 5600MHz 64GB (2x32) KF556C40BB2AK2-64,,,,64GB,,Ổ cứng SSD Kingston SKC3000 M2 PCIe NVME Gen 4 1TB,Mainboard Asrock X870 Pro RS Wifi D5,,X670E,,Tản Nhiệt Nước Corsair iCUE Link Titan 360 RX RGB Đen Fan Case Corsair RS120 ARGB Black (3 Pack),,,
https://cellphones.com.vn/pc-cps-van-phong-s1-amd.html,PC CPS văn phòng S01 R3 3200G / 8GB - 256GB,Hãng khác,Liên hệ,PC.VP.01,"Mua ngay PC CPS Văn Phòng S01 giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",,,,,CPU AMD Ryzen 3 3200G,Onboard,Ram PC VSP DDR4 3200MHZ 8GB (1*8GB),,,,8GB,,Ổ cứng SSD VSP 860G SATA III 2.5&quot; 256GB,Mainboard ASRock A520M/AC D4 AM4 Wifi,AM4,A520M,,,,,
https://cellphones.com.vn/pc-cps-gaming-g3-amd.html,PC CPS Gaming G03 R5 5500 / 8GB - 256GB / RX 6500,Hãng khác,Liên hệ,PC.GM.03,"Mua ngay PC CPS Gaming G3 - AMD giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",,,,,AMD Ryzen 5 5500,VGA Gigabyte Radeon RX 6500 XT Eagle 4GB GV-R65XTEAGLE-4GD,RAM PC Kingston Fury Beast DDR4 3200MHz 8GB KF432C16BB/8WP,,,,,,Ổ cứng SSD Transcend 110S NVMe PCIe Gen3 x4 256GB,B550M,AMD AM4,B550M,,,,,
https://cellphones.com.vn/pc-cps-creator-ai-a147.html,PC CPS Creator AI A147 i7-14700K / RTX 5070,intel,Liên hệ,PC.CPS.118,"Mua PC CPS Creator AI A147 i7-14700K / RTX 5070 chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",,,,,Intel Core i7-14700K (SN),VGA MSI GeForce RTX 5070 12GB VENTUS 2X OC,Ram PC Kingston Fury DDR5 5600MHz 32GB (2*16) KF556C40BBK2-32WP,,,,32GB,,Ổ cứng SSD Kingston NV3 PCIe 4.0 NVMe 1TB,ASUS TUF Gaming B760M-Plus WiFi D5 (SN),,B760M,,"Tản nhiệt nước MSI Mag Coreliquid A13 360x3 Quạt led Xigmatek Infinity Pro 3 (ARGB, 3 Side Infinity)",,,
https://cellphones.com.vn/pc-van-phong-cps-intel-i3-gen-12.html,PC CPS văn phòng Intel I3 Gen 12 kèm màn hình,intel,Liên hệ,PC.CPS.141,"Mua PC CPS văn phòng Intel I3 Gen 12 kèm màn hình chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",,,,,CPU Intel Core i3 12100,,Ram PC VSP DDR4 3200MHZ 8GB (1*8GB),,,,8GB,,Ổ cứng SSD VSP 860G SATA III 2.5&quot; 256GB,Mainboard ASRock H610M-HVS/M.2 R2.0,,H610M,Màn hình Aiwa AW-MF2228-Y 22 inch,Tản nhiệt khí CPU Jonsbo CR-1200E RGB,,,
https://cellphones.com.vn/pc-cps-gaming-amd-r760.html,PC CPS Gaming AMD R760 kèm màn hình,Hãng khác,Liên hệ,CPU.AM.54,"Mua PC CPS Gaming AMD R760 kèm màn hình chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",,,,,AMD Ryzen 5 7600,Asus Phoenix Radeon RX 7600 OC 8GB DUAL-RX7600-O8G-EVO,Ram PC Kingston Fury DDR5 5600MHz 16GB (1*16) KF556C40BB-16WP,,,,16GB,,SSD Kingston NV3 PCIe 4.0 NVMe 500GB,ASUS PRIME B650M-K,,B650M,Màn hình Gaming E-DRA EGM27Q165P 27 inch (2K/IPS/165HZ/0.5MS),,,,
https://cellphones.com.vn/may-tinh-pc-asus-s500te-313100020w.html,PC văn phòng Asus S500TE-313100020W,ASUS,Liên hệ,may-tinh-pc-asus-s500te-313100020w,"Mua ngay PC văn phòng Asus S500TE-313100020W giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",Intel UHD Graphics 730,DDR4 3200MHz,2 khe cắm (Hỗ trợ tối đa 64GB),256GB M.2 NVMe SSD,,,,Windows 11 Home,,"Intel Core i3-13100 ( 3.4 GHz - 4.5 GHz / 12MB / 4 nhân, 8 luồng )",8GB,"Số cổng lưu trữ: 1xM.2 NVMe  4x3.5&quot; SATA Cổng kết nối: 8xUSB 5x3.5 mm, LAN 1 Gb/s 2xPS/2 Khe PCI/PCIe: 1xPCIe 4.0 x16 2xPCI-E 3.0 x1 Cổng xuất hình: 1xHDMI 1xDisplayPort 1xVGA/D-sub",,,,,,,,,
https://cellphones.com.vn/may-tinh-pc-cps-van-phong-s05.html,PC CPS văn phòng S05 i5 12400 / 8GB - 256GB,intel,Liên hệ,may-tinh-pc-cps-van-phong-s05,"Mua ngay PC CPS văn phòng S05 giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",,,,,Intel Core i5 12400,Onboard,Ram PC VSP DDR4 3200MHZ 8GB (1*8GB),,,,8GB,,Ổ cứng SSD VSP 860G SATA III 2.5&quot; 256GB,Mainboard MSI Pro H610M-S DDR4,LGA 1700,H610M,,Tản nhiệt khí CPU Jonsbo CR-1200E RGB,,,
https://cellphones.com.vn/may-tinh-pc-cps-van-phong-s07.html,PC CPS Văn Phòng S07 i5 14400 / 16GB - 256GB,intel,Liên hệ,PC.VP.07,"Mua ngay PC CPS Văn Phòng S07  giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",,,,,CPU Intel Core i5 14400,Onboard,Ram PC Kingston Fury Beast DDR4 3200MHz 16GB KF432C16BB1/16WP,,,,16GB,,Ổ cứng SSD VSP 860G SATA III 2.5&quot; 256GB,Mainboard MSI Pro H610M-S DDR4,LGA 1700,H610M,,,,,
https://cellphones.com.vn/pc-cps-gaming-g13.html,PC CPS Gaming G13 i7 12700F / 16GB - 256GB / RTX 5060,intel,Liên hệ,PC.GM.13,"Mua ngay PC CPS Gaming G13 giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",,,,,Intel Core i7-12700F,VGA MSI Geforce RTX 5060 8GB Shadow 2X OC,RAM PC ADATA XPG D50 RGB 16GB (1x16GB) 3200MHz DDR4,,1 x Bàn phím / Chuột1 x DisplayPort1 x USB 3.2 Gen 1 5Gbps (Type-A)1 x 2.5G LAN1 x Wi-Fi / Bluetooth1 x Cổng âm thanh1 x USB 2.01 x HDMI™1 x USB 3.2 Gen 2 10Gbps (Type-A),,16GB,,Ổ cứng SSD Transcend 110S NVMe PCIe Gen3 x4 256GB,Mainboard MSI PRO B760M-A WIFI DDR4,LGA 1700,B760M,,,,,
https://cellphones.com.vn/may-tinh-pc-cps-do-hoa-d09.html,PC CPS Đồ Hoạ D09 i5 14700K / 32GB - 512GB / RTX 5060 Ti,intel,Liên hệ,may-tinh-pc-cps-do-hoa-d09,"Mua PC CPS Đồ Hoạ D09 chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",,,,,Intel Core i7-14700K,Vga MSI GeForce RTX 5060 Ti 16G Ventus 2X OC Plus,Ram PC Kingston Fury DDR5 5600MHz 32GB (2*16) KF556C40BBK2-32WP,,,,,,Ổ cứng SSD Transcend 110S NVMe PCIe Gen3 x4 512GB,B760M,LGA 1700,B760M,,Tản nhiệt nước Corsair iCUE Link Titan 360 RX RGBQuạt tản nhiệt Corsair RS120 3 Pack,,,
https://cellphones.com.vn/pc-cps-do-hoa-d1.html,PC CPS Đồ Hoạ D01 i5 12400F / 8GB - 256GB / RX 6500,Hãng khác,Liên hệ,PC.DH.01,"Mua ngay PC CPS đồ họa D1 giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",,,,,Intel Core i5-12400F,VGA Gigabyte Radeon RX 6500 XT Eagle 4GB GV-R65XTEAGLE-4GD,RAM PC Kingston Fury Beast DDR4 3200MHz 8GB KF432C16BB/8WP,,,,,,Ổ cứng SSD Transcend 110S NVMe PCIe Gen3 x4 256GB,Mainboard MSI Pro H610M-S DDR4,LGA 1700,H610M,,Tản nhiệt khí Xigmatek EPIX II,,,
https://cellphones.com.vn/pc-cps-creator-ai-h780.html,PC CPS Creator AI H780 AMD Ryzen 7 7800X3D / RTX 5080,Hãng khác,Liên hệ,PC.CPS.120,"Mua PC CPS Creator AI H780 AMD Ryzen 7 7800X3D / RTX 5080 chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",,,,,CPU AMD Ryzen 7 7800X3D (Tray),VGA Gigabyte Geforce RTX 5080 WindForce 16GB GV-N5080WF3OC-16GD,Ram PC Kingston Fury DDR5 5600MHz 32GB (2*16) KF556C40BBK2-32WP,,,,32GB,,Ổ cứng SSD Kingston NV3 PCIe 4.0 NVMe 1TB,Mainboard Asrock X870 Pro RS Wifi D5,,X670E,,Tản nhiệt nước MSI Mag Coreliquid A13 360Fan Case Corsair RS120 ARGB White (3 Pack),,,
https://cellphones.com.vn/may-tinh-pc-cps-do-hoa-d08.html,PC CPS Đồ Hoạ D08 i7 14700K / 32GB - 512GB / RTX 5060,intel,Liên hệ,may-tinh-pc-cps-do-hoa-d08,"Mua PC CPS Đồ Hoạ D08 chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",,,,,Intel Core i7 14700K (SN),VGA MSI Geforce RTX 5060 8GB Shadow 2X OC,Ram PC Kingston Fury DDR5 5600MHz 32GB (2*16) KF556C40BBK2-32WP,,,,32GB,,Ổ cứng SSD Transcend 110S NVMe PCIe Gen3 x4 512GB,B760M,LGA 1700,B760M,,Tản nhiệt nước MSI Mag Coreliquid A13 360Quạt tản nhiệt Corsair RS120 3 Pack,,,
https://cellphones.com.vn/pc-cps-msi-gaming-intel-i5-gen-12.html,PC CPS X MSI Gaming Intel i5 Gen 12 Kèm màn hình,MSI,Liên hệ,PC.CPS.93,"Mua ngay PC CPS X MSI Gaming Intel i5 Gen 12 Kèm màn hình giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",,,,,Intel Core i5 12400F,VGA MSI GeForce RTX 3060 VENTUS 2X 12G OC,RAM PC ADATA XPG D50 RGB 16GB (1x16GB) 3200MHz DDR4,,,,16GB,,Ổ cứng SSD Transcend 110S NVMe PCIe Gen3 x4 512GB,Mainboard MSI Pro B760M-E DDR4,,B760M,Màn hình Gaming MSI MAG 244F 24 inch,,,,
https://cellphones.com.vn/pc-cps-quantum-blaze-5090.html,PC CPS Quantum Blaze 5090,intel,Liên hệ,PC.CPS.115,"Mua ngay PC CPS Quantum Blaze 5090 giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",,,,,CPU Intel Core Ultra 9 285K,VGA MSI Geforce RTX 5090 32G Ventus 3X OC,Ram PC Kingston Fury Beast RGB DDR5 5600MHz 64GB (2*32GB),,,,64GB,,Ổ cứng SSD Samsung 990 PRO PCIE Gen 4.0 X4 NVMe (R 7450/W 6900) 2TB,Mainboard ASRock Z890 Pro RS Wifi White D5,,,,Tản nhiệt nước Corsair iCUE Link Titan 360 RX RGB Quạt tản nhiệt Corsair RS120 3 Pack,,,
https://cellphones.com.vn/may-tinh-pc-cps-van-phong-intel-i3-gen-14.html,PC CPS văn phòng Intel i3 Gen 14 - Kèm màn hình,intel,Liên hệ,PC.CPS.69,"Mua ngay PC CPS văn phòng Intel i3 Gen 14 - Kèm màn hình giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",,,,,CPU Intel Core i3 14100,Onboard,Ram PC VSP DDR4 3200MHZ 8GB (1*8GB),,,,8GB,,Ổ cứng SSD VSP 860G SATA III 2.5&quot; 256GB,Mainboard MSI Pro H610M-S DDR4,LGA 1700,H610M,Màn hình Aiwa AW-MF2228-Y 22 inch,Tản nhiệt khí CPU Jonsbo CR-1200E RGB,22 inches,,1920 x 1080 pixels (FullHD)
https://cellphones.com.vn/pc-rosa-office-amd-r3-3200g.html,PC Rosa Office 3200G,Rosa,Liên hệ,pc-rosa-office-amd-r3-3200g,"Mua ngay PC Rosa Office 3200G giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",Radeon Vega 8,DDR4 8GB 3200Hz,1 x 8GB,SSD 240G/256G 2.5&quot; SATA,,,,Window 11 Pro,,AMD Ryzen 3 3200G,8GB,,,,,,,Wraith Stealth,,,
https://cellphones.com.vn/pc-asus-s501md-512400079w.html,PC văn phòng ASUS S501MD-512400079W,ASUS,Liên hệ,PC-ASU-S501MD-512400079W-I5-12400-DN,"Mua ngay PC văn phòng ASUS S501MD-512400079W giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",Intel UHD Graphics,DDR4 3200 MHz,2 khe (1 khe 8 GB + 1 khe trống),512GB M.2 NVMe™ PCIe® 3.0 SSD,,,,Windows 11 Home SL,1x RJ45 Gigabit Ethernet 1x HDMI 1.4 1x Cổng VGA 1x Display port 1.4 2x PS2 3 x giắc Âm thanh 2x USB 2.0 Loại A 2x USB 3.2 Thế hệ 1 Loại A,"Bộ xử lý Intel® Core™ i5-12400 2,5 GHz (18M Cache, lên đến 4,4 GHz, 6 nhân)",8GB,,,,,B660,,,,,
https://cellphones.com.vn/pc-cps-creator-ai-h147.html,PC CPS Creator AI H147 i7-14700K / RTX 5080,intel,Liên hệ,PC.CPS.121,"Mua PC CPS Creator AI H147 i7-14700K / RTX 5080 chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",,,,,Intel Core i7-14700K (SN),VGA Gigabyte Geforce RTX 5080 WindForce 16GB GV-N5080WF3OC-16GD,Ram PC Kingston Fury DDR5 5600MHz 32GB (2*16) KF556C40BBK2-32WP,,,,32GB,,Ổ cứng SSD Kingston NV3 PCIe 4.0 NVMe 1TB,ASUS TUF Gaming B760M-Plus WiFi D5 (SN),,B760M,,Tản nhiệt nước MSI Mag Coreliquid A13 360Fan Case Corsair RS120 ARGB White (3 Pack),,,
